"","wildtypeIDs","sampleXplate","lhfc_G","lhfc_G4S"
"24876","52925-69684-57885","S3.0195.01X194",4.38999480432306,4.94684316100848
"24877","52925-69684-57885","S3.0495.01X194",2.8100049236252,4.15653658247855
"24879","52925-69684-57885","S3.0500.01X195",3.96138443496587,4.16759502396169
"24881","52925-69684-57885","S3.0521.01X195",4.21346004311226,4.73882657080077
"24883","52925-69684-57885","S3.0586.01X195",4.93339421375281,5.36119826458724
"24885","52925-69684-57885","S3.0598.01X195",3.991757973447,4.33702926874315
"24887","52925-69684-57885","S3.0613.01X195",3.80019719024589,4.33729074083249
"24889","52925-69684-57885","S3.0616.01X194",2.91397977168173,3.47599559173734
"24891","52925-69684-57885","S3.0617.01X194",3.41114771251532,3.90116426209327
"24893","52925-69684-57885","S3.0630.01X195",3.96214561483136,4.48807441411184
"24895","52925-69684-57885","S3.0631.01X195",5.18894882949267,5.6625437266396
"24897","52925-69684-57885","S3.0633.01X194",2.51122395810537,3.07685132483878
"24900","52925-69684-57885","S3.0639.01X195",3.52547778217249,3.86514101952802
"24902","52925-69684-57885","S3.0646.01X194",0,1.84687876844913
"24904","52925-69684-57885","S3.0652.01X195",4.31039635972255,4.87794164570412
"24906","52925-69684-57885","S3.0657.01X194",4.20901163720023,4.8490570984402
"24908","52925-69684-57885","S3.0662.01X195",5.54290924906812,5.96442731303958
"24910","52925-69684-57885","S3.0665.01X194",4.13820194528588,4.91903157022317
"24912","52925-69684-57885","S3.0677.01X194",3.1896529661913,4.11659517115692
"24914","52925-69684-57885","S3.0693.01.2X194",4.80745775542292,5.45395265807949
"24916","52925-69684-57885","S3.0693.01X195",5.51741273501568,5.97619861343755
"24918","52925-69684-57885","S3.0698.01X194",3.90560243762522,4.43722479513864
"24920","52925-69684-57885","S3.0700.01X194",3.67705987730859,4.18189745922996
"24922","52925-69684-57885","S3.0701.01.2X194",3.2861605716738,4.41061409152579
"24924","52925-69684-57885","S3.0701.01X194",2.87469394517693,3.35515344316075
"24926","52925-69684-57885","S3.0710.01X194",4.17623172169429,4.92660129848625
"24928","52925-69684-57885","S3.0719.01X195",2.83144707924613,3.18096625179498
"24930","52925-69684-57885","S3.0720.01X195",4.63190948317771,5.03941709552171
"24932","52925-69684-57885","S3.0723.01X195",3.73885938641896,4.10939736484839
"24934","52925-69684-57885","S3.0736.01X195",4.82759347797782,5.30663269815175
"24936","52925-69684-57885","S3.0748.01X194",4.1301942151158,5.16820868120102
"24940","52925-69684-57885","S3.0906.01X194",3.21164977977646,3.86744396203018
"24942","52925-69684-57885","SMART003X194",3.36626081178126,4.30595519772259
"24944","52925-69684-57885","SMART008X195",4.69263146175809,5.16421438202456
"24946","52925-69684-57885","SMART014X194",5.55528246633776,6.34127599102531
"24948","52925-69684-57885","SMART015X195",5.09067800176979,5.48653815527298
"24950","52925-69684-57885","SMART019X195",6.27675626493713,6.8839645096089
"24952","52925-69684-57885","SMART020X195",4.04620418689417,4.5289368799885
"24954","52925-69684-57885","SMART023X195",5.31335375137415,5.76170541098915
"24956","52925-69684-57885","SMART025X195",4.57892887478286,4.87832220665555
"24958","52925-69684-57885","SMART027X195",6.05432196848885,6.50603813846045
"24960","52925-69684-57885","SMART028X194",3.67300410495565,4.33231104242795
"24962","52925-69684-57885","SMART029X195",5.885659488211,6.29458311149681
"24964","52925-69684-57885","SMART030X194",3.72134664425144,4.54052499249456
"24966","52925-69684-57885","SMART036X194",4.80361112466193,5.30340440559659
"24968","52925-69684-57885","SMART039X195",4.31828779370688,4.90156419904189
"24970","52925-69684-57885","SMART040X195",6.3739680435788,6.93397842702241
"24972","52925-69684-57885","SMART041X195",6.50482695052594,7.15801581878428
"24974","52925-69684-57885","SMART048X194",5.49067175904237,6.66848234573804
"24976","52925-69684-57885","SMART050X194",5.2650707727544,6.28717059122341
"24978","52925-69684-57885","SMART051X194",5.18335534807836,5.82505570877408
"24980","52925-69684-57885","SMART053X195",6.18976197404949,6.59744579328037
"24982","52925-69684-57885","SMART057X195",6.2418730095702,6.75435931428575
"24984","52925-69684-57885","SMART062X195",5.76788340006272,6.00146438168632
"24986","52925-69684-57885","SMART066X194",4.04899846045522,5.14172203432496
"24988","52925-69684-57885","SMART070X195",4.07787636951479,4.72339756735274
"24990","52925-69684-57885","SMART073X195",5.50736199348274,6.10065521834616
"24992","52925-69684-57885","SMART077X195",4.78924021331616,5.15433151601966
"24994","52925-69684-57885","SMART078X194",4.80492227784493,5.86391522616101
"24996","52925-69684-57885","SMART079X195",5.27253791356055,5.61618911016287
"24998","52925-69684-57885","SMART080X195",4.46498815538823,4.95716419140828
"25000","52925-69684-57885","SMART081X194",4.98292145552874,6.0064270484975
"25002","52925-69684-57885","SMART084X195",5.88893335846032,6.14066011346983
"25004","52925-69684-57885","SMART087X194",3.4442568711226,4.14043266641486
"25006","52925-69684-57885","SMART088X194",5.72782446913644,6.76906775920824
"25008","52925-69684-57885","SMART091X195",5.11649568479573,5.45129593114512
"25010","52925-69684-57885","SMART093X195",5.15346498986856,5.45288224629695
"25012","52925-69684-57885","SMART094X194",5.11775426276894,6.10613162208611
"25014","52925-69684-57885","SMART095X195",4.45411471106814,4.89657033780828
"25016","52925-69684-57885","SMART096X194",4.64803808621527,5.4448390192108
"25018","52925-69684-57885","SMART097X195",5.89222415412396,6.17597121480727
"25020","52925-69684-57885","SMART098X194",5.51346906793269,6.28250970803276
"25022","52925-69684-57885","SMART100X195",4.93166423422526,5.50841620434144
"25024","52925-69684-57885","SMART102X194",5.93695556160759,6.59699562241247
"25026","52925-69684-57885","SMART103X195",5.23046669963986,5.5536957479956
"25028","52925-69684-57885","SMART104X194",4.93777782179286,5.78928716160268
"25030","52925-69684-57885","SMART106X195",5.57628995414092,6.13450372218052
"25032","52925-69684-57885","SMART108X195",6.32042650923003,6.74892366063634
"25034","52925-69684-57885","SMART110X195",4.45295097301058,4.76771411517337
"25036","52925-69684-57885","SMART115X195",5.46687800809195,5.88234698257244
"25038","52925-69684-57885","SMART116X194",4.96925758964228,5.67634275889742
"25040","52925-69684-57885","SMART118X195",5.59560317514251,6.00743631661768
"25042","52925-69684-57885","SMART119X194",5.65013553542543,6.66394973121983
"25044","52925-69684-57885","SMART120X194",4.01367665915465,4.82847372450367
"25046","52925-69684-57885","SMART122X195",5.89142319292776,6.31302254590712
"25048","52925-69684-57885","SMART125X195",3.83254680392635,4.10098910494077
"25050","52925-69684-57885","SMART127X194",4.45527709641347,5.15784767377664
"25052","52925-69684-57885","SMART128X195",4.41037110768302,4.82076531954497
"25054","52925-69684-57885","SMART129X195",5.48757315919489,5.98577338311269
"25056","52925-69684-57885","SMART136X194",5.2825944060828,6.01062971636899
"25058","52925-69684-57885","SMART137X194",5.07661028301979,5.66129242303525
"25060","52925-69684-57885","SMART147X195",5.73019718082765,6.12225155234404
"25062","52925-69684-57885","SMART150X194",4.30757244874893,4.98995628288785
"25064","52925-69684-57885","SMART151X195",4.79347381445959,5.04310248423376
"25066","52925-69684-57885","SMART155X195",4.15637995314155,4.33820535512503
"25068","52925-69684-57885","SMART160X194",4.74953023649493,5.54946511427184
"25070","52925-69684-57885","SMART164X194",5.63099670493055,6.33991828938764
"25072","52925-69684-57885","SMART170X194",5.46374705567177,6.59801844508283
"25074","52925-69684-57885","SMART171X195",5.14778513224349,5.47730002207648
"25076","52925-69684-57885","SMART173X195",5.16140884928058,5.59831084171397
"25078","52925-69684-57885","SMART178X194",5.60451447299753,6.60209930609346
"25080","52925-69684-57885","SMART184X195",5.20153109786034,5.60972817257388
"25082","52925-69684-57885","SMART188X194",5.34991311519169,6.47243902590446
"25084","52925-69684-57885","SMART189X195",6.91346892497471,7.3454939476406
"25086","52925-69684-57885","SMART198X194",5.70194745871047,6.50344949859382
"25088","52925-69684-57885","SMART203X194",5.19223436773988,6.19299623544573
"25090","52925-69684-57885","SMART204X194",4.04742764243435,4.73215519774258
"25092","52925-69684-57885","SMART215X194",4.63200683994165,5.45429494800239
"25094","52925-69684-57885","SMART232X194",3.513334881599,4.52753291626094
"25096","52925-69684-57885","SMART235X195",5.93253692207765,6.4384234240455
"25098","52925-69684-57885","SMART238X195",4.03335529059567,4.49647076906475
"25100","52925-69684-57885","SMART240X195",5.44254757221927,5.82319381353669
"25102","52925-69684-57885","SMART241X194",4.05750767217013,4.85429332626125
"25104","52925-69684-57885","SMART242X194",5.3568220959206,6.21432805921487
"25106","52925-69684-57885","SMART247X194",5.31983421001029,6.25375188553982
"25108","52925-69684-57885","SMART258X194",5.24755024949438,6.3751270292553
"25110","52925-69684-57885","SMART263X195",5.73950348123061,6.19746193958722
"25112","52925-69684-57885","SMART266X195",4.44170963683506,4.96570766074112
"25114","52925-69684-57885","SMART267X195",5.33184884975683,5.86061526868299
"25116","52925-69684-57885","SMART269X195",4.9136837680198,5.55582369648976
"25118","52925-69684-57885","SMART271X194",5.14487476930446,6.08856857155596
"25120","52925-69684-57885","SMART277X194",5.45275371985246,6.27325429385492
"25122","52925-69684-57885","SMART290X194",4.85023177260323,5.66257846273214
"25124","52925-69684-57885","SMART291X195",4.20797082229696,4.59208494643944
"25126","52925-69684-57885","SMART298X195",4.3141492122708,4.81632212444992
"25128","52925-69684-57885","SMART303X195",4.35734964696144,4.92027285401586
"25130","52925-69684-57885","SMART306X195",4.43675153436313,4.97790546947334
"25132","52925-69684-57885","SMART307X195",4.07465192887636,4.75943514499952
"25134","52925-69684-57885","SMART308X195",5.62905892846026,6.0118062447659
"25136","52925-69684-57885","SMART309X194",5.1834675248691,5.69059591285203
"25138","52925-69684-57885","SMART310X194",4.3046054877053,5.00749704159575
"25140","52925-69684-57885","SMART315X194",3.90055752731887,4.58261778151758
"25142","52925-69684-57885","SMART320X195",5.64738847446004,6.0960047263819
"25144","52925-69684-57885","SMART321X194",3.784416880823,4.28963718538053
"25146","52925-69684-57885","SMART323X194",4.16542414390305,4.97210234437947
"25148","52925-69684-57885","SMART325X195",5.16558565409408,5.58837162314487
"25150","52925-69684-57885","SMART331X194",4.03759782833621,4.82269799851667
"25152","52925-69684-57885","SMART332X194",4.68194602479014,5.39960961802991
"25154","52925-69684-57885","SMART336X194",5.10564239767459,6.2629029018255
"25156","52925-69684-57885","SMART341X194",5.74763985771998,6.84449593934295
"25158","52925-69684-57885","SMART348X195",4.70573924090979,5.05904443330394
"25160","52925-69684-57885","SMART351X195",5.48267850863976,5.8751554247076
"25162","52925-69684-57885","SMART357X195",5.68995396671967,6.13070461419949
"25164","52925-69684-57885","SMART360X195",4.90978311909985,5.0618985880338
"25166","52925-69684-57885","SMART369X194",3.44489523692787,4.36398994718773
"25168","52925-69684-57885","SMART370X195",5.69272152729678,6.073297958207
"25170","52925-69684-57885","SMART371X195",6.0255035893314,6.31683972420538
"25172","52925-69684-57885","SMART372X194",5.90132099725502,6.7787280132459
"25174","52925-69684-57885","SMART376X195",5.41534456107291,5.97133836747439
"25176","52925-69684-57885","SMART384X194",5.07009845736704,5.66901848221986
"25178","52925-69684-57885","SMART391X195",5.95521541443286,6.41697735051992
"25180","52925-69684-57885","SMART397X195",4.98791240698899,5.46801794615211
"25182","52925-69684-57885","SO.0386.01X194",2.81540871942271,4.15810152802485
"25184","52925-69684-57885","SO.0437.01X194",4.1832707714165,4.856784569278
"25186","52925-69684-57885","SO.0456.01X195",4.06078777869326,4.50047611487343
"25188","52925-69684-57885","SO.0458.01X194",2.71336936257981,3.46604835398177
"25190","52925-69684-57885","SO.0479.01X195",3.97724879034585,4.50678528406669
"25192","52925-69684-57885","SO.0491.01X194",5.0097682516569,6.21963544013622
"25194","52925-69684-57885","SO.0665.01X194",3.92137910035217,4.62507084769443
"25196","52925-69684-57885","SO.0679.02X194",3.37176857097134,4.45539326066986
"25198","52925-69684-57885","SO.0739.01X194",0,2.48073127837752
"25200","52925-69684-57885","SO.0746.01X194",2.77321352700862,3.43204984514492
"25202","52925-69684-57885","SO.0749.01X194",2.31550131826059,2.80214752448133
"25204","52925-69684-57885","SO.0761.01X194",4.29524250458899,5.22735827760754
"25206","54317-59986-49030","CSC024X194",4.52785708288542,3.97255350516818
"25208","54317-59986-49030","CSC032X195",5.77585504344785,6.15716964537492
"25210","54317-59986-49030","CSC034X195",5.53556104224103,5.94085522928144
"25212","54317-59986-49030","CSC035X194",4.44135630074988,3.9504741918024
"25214","54317-59986-49030","S3.0078.01X194",4.54701127181456,4.05525717351405
"25216","54317-59986-49030","S3.0137.01X195",2.92316158071916,3.40949618447685
"25218","54317-59986-49030","S3.0144.01X194",3.57878553131686,3.39114704580865
"25220","54317-59986-49030","S3.0149.01X195",1.65822807660353,0
"25222","54317-59986-49030","S3.0153.01X194",5.88229121634446,5.34834486014768
"25224","54317-59986-49030","S3.0154.01X195",2.05923883436232,2.35137525716348
"25227","54317-59986-49030","S3.0169.01X194",5.00809874644426,4.61343593040512
"25229","54317-59986-49030","S3.0171.01X194",4.56694897316789,4.29401475735067
"25231","54317-59986-49030","S3.0195.01X194",5.03734213692482,4.66805108402729
"25232","54317-59986-49030","S3.0495.01X194",5.06796036071553,4.5876170267405
"25234","54317-59986-49030","S3.0500.01X195",3.72569342723665,4.23743429468993
"25236","54317-59986-49030","S3.0521.01X195",4.64419857295557,5.0003155616894
"25238","54317-59986-49030","S3.0586.01X195",5.10145053831205,5.52082071297482
"25240","54317-59986-49030","S3.0598.01X195",4.22244456484942,4.56995743023235
"25242","54317-59986-49030","S3.0613.01X195",3.40982670836021,3.79728532795772
"25244","54317-59986-49030","S3.0616.01X194",2.79055142261395,2.59749101053515
"25246","54317-59986-49030","S3.0617.01X194",2.99172425215645,2.86733055874947
"25248","54317-59986-49030","S3.0630.01X195",3.5507661519843,4.07380166099077
"25250","54317-59986-49030","S3.0631.01X195",5.26687829771266,5.47092523115435
"25252","54317-59986-49030","S3.0633.01X194",3.89487684659318,3.51571583510475
"25255","54317-59986-49030","S3.0639.01X195",3.66612246699132,4.08193454214542
"25257","54317-59986-49030","S3.0646.01X194",2.87073578337931,2.494031557565
"25259","54317-59986-49030","S3.0652.01X195",3.92474177783592,4.21286806440621
"25261","54317-59986-49030","S3.0657.01X194",3.5266545990191,3.36901848329792
"25263","54317-59986-49030","S3.0662.01X195",5.49380190986827,5.75931178444868
"25265","54317-59986-49030","S3.0665.01X194",3.83665269840337,3.5757107560083
"25269","54317-59986-49030","S3.0693.01.2X194",5.13255789805306,4.69875159960962
"25271","54317-59986-49030","S3.0693.01X195",5.46708920579491,5.86118500434106
"25273","54317-59986-49030","S3.0698.01X194",4.18525112090978,3.70302887721836
"25275","54317-59986-49030","S3.0700.01X194",3.52753630370517,3.17638577324725
"25277","54317-59986-49030","S3.0701.01.2X194",3.81815178981808,3.20599319903719
"25279","54317-59986-49030","S3.0701.01X194",3.03254624667671,2.60859812213055
"25281","54317-59986-49030","S3.0710.01X194",3.7748277662503,3.44903471107632
"25283","54317-59986-49030","S3.0719.01X195",0,1.87180217690159
"25285","54317-59986-49030","S3.0720.01X195",2.5408142817263,3.3357695763397
"25287","54317-59986-49030","S3.0723.01X195",3.67832394017442,3.89182029811063
"25289","54317-59986-49030","S3.0736.01X195",2.55800220485855,3.1389664416399
"25291","54317-59986-49030","S3.0748.01X194",5.34634533555862,4.78038320354475
"25295","54317-59986-49030","S3.0906.01X194",3.93944360100414,3.4442568711226
"25297","54317-59986-49030","SMART003X194",5.06044081563176,4.59066549978521
"25299","54317-59986-49030","SMART008X195",4.07329115302427,4.42819431551889
"25301","54317-59986-49030","SMART014X194",3.42132675295732,3.08053287524646
"25303","54317-59986-49030","SMART015X195",6.24119160507188,6.64523400218886
"25305","54317-59986-49030","SMART019X195",4.03512520256213,4.43390725655087
"25307","54317-59986-49030","SMART020X195",3.80843868917158,4.04725295468825
"25311","54317-59986-49030","SMART025X195",5.55914198482994,5.90249671204724
"25313","54317-59986-49030","SMART027X195",6.16804046260586,6.45816585468672
"25315","54317-59986-49030","SMART028X194",4.41811745481824,4.01204931949527
"25317","54317-59986-49030","SMART029X195",4.87786551613155,5.2329785252397
"25319","54317-59986-49030","SMART030X194",5.22380931437297,4.81405252795003
"25321","54317-59986-49030","SMART036X194",2.92100872735805,2.7459880404426
"25323","54317-59986-49030","SMART039X195",4.01818320125654,4.39296657471222
"25325","54317-59986-49030","SMART040X195",5.60906878358376,6.0091571066389
"25327","54317-59986-49030","SMART041X195",6.68941268460897,6.96006305860548
"25329","54317-59986-49030","SMART048X194",5.66891493932713,5.04593808579864
"25331","54317-59986-49030","SMART050X194",6.17326513488781,5.53465351164823
"25333","54317-59986-49030","SMART051X194",4.30230679154065,3.75607070365426
"25335","54317-59986-49030","SMART053X195",2.77071196222692,3.09602999486936
"25337","54317-59986-49030","SMART057X195",4.48232435598925,4.83572619701776
"25339","54317-59986-49030","SMART062X195",5.12044589342769,5.68948068994534
"25341","54317-59986-49030","SMART066X194",4.67767687677484,4.07278038430626
"25343","54317-59986-49030","SMART070X195",2.35422832614588,2.84781214347737
"25345","54317-59986-49030","SMART073X195",5.05637318577011,5.19184512203752
"25347","54317-59986-49030","SMART077X195",5.05094515749975,5.61119192663184
"25349","54317-59986-49030","SMART078X194",4.60035862899087,4.15637995314155
"25351","54317-59986-49030","SMART079X195",4.15166962884137,4.42926798099632
"25353","54317-59986-49030","SMART080X195",4.91280193374749,5.25101609343002
"25355","54317-59986-49030","SMART081X194",5.2795422112217,4.84944880983226
"25357","54317-59986-49030","SMART084X195",4.14693701234127,4.97071567009501
"25359","54317-59986-49030","SMART087X194",3.20761263258949,2.63834278867739
"25361","54317-59986-49030","SMART088X194",7.33777640498619,6.77981962951477
"25363","54317-59986-49030","SMART091X195",1.74745921033147,2.38508631450579
"25365","54317-59986-49030","SMART093X195",5.39171663080659,5.76255440089944
"25367","54317-59986-49030","SMART094X194",5.12574810119676,4.67208089127072
"25369","54317-59986-49030","SMART095X195",3.80243132879805,4.1097256642604
"25371","54317-59986-49030","SMART096X194",5.86286383581367,5.48230420266105
"25373","54317-59986-49030","SMART097X195",5.5784459833449,5.9245231413541
"25375","54317-59986-49030","SMART098X194",5.93555535266847,5.50602235417306
"25377","54317-59986-49030","SMART100X195",4.60586994110236,4.89117585405893
"25379","54317-59986-49030","SMART102X194",2.57337529777561,1.99741770620125
"25381","54317-59986-49030","SMART103X195",5.65724976052798,5.91598640593203
"25383","54317-59986-49030","SMART104X194",4.19192489056096,3.74785565921423
"25385","54317-59986-49030","SMART106X195",6.05879603926827,6.42757201259456
"25387","54317-59986-49030","SMART108X195",4.54457056385916,4.96214508493582
"25389","54317-59986-49030","SMART110X195",4.12260802749496,4.35990882942026
"25391","54317-59986-49030","SMART115X195",4.84095351764874,5.36816986844687
"25395","54317-59986-49030","SMART118X195",5.22961016853825,5.64144597174041
"25397","54317-59986-49030","SMART119X194",6.75815257475091,6.26431213060131
"25399","54317-59986-49030","SMART120X194",4.71106056124552,4.18281321020971
"25401","54317-59986-49030","SMART122X195",5.06329099332205,5.38788380990708
"25403","54317-59986-49030","SMART125X195",2.45014265735166,2.90032208874933
"25405","54317-59986-49030","SMART127X194",0,1.62136648329937
"25407","54317-59986-49030","SMART128X195",4.70220614849969,5.06909286366782
"25409","54317-59986-49030","SMART129X195",3.0454743654488,2.93757335938046
"25411","54317-59986-49030","SMART136X194",6.9914896257019,6.55559868334487
"25413","54317-59986-49030","SMART137X194",5.93993438256365,5.50679388081884
"25415","54317-59986-49030","SMART147X195",5.89064924186917,6.2960221730344
"25417","54317-59986-49030","SMART150X194",5.63514668226606,5.19039802432854
"25419","54317-59986-49030","SMART151X195",4.51371257549926,4.92739860219246
"25421","54317-59986-49030","SMART155X195",4.18753127694822,4.53774750967066
"25423","54317-59986-49030","SMART160X194",5.28447195972598,4.87137322676275
"25425","54317-59986-49030","SMART164X194",5.9883597321545,5.72188431002018
"25427","54317-59986-49030","SMART170X194",4.93050924961697,4.47243847353413
"25429","54317-59986-49030","SMART171X195",5.77526557627807,6.15640678801344
"25431","54317-59986-49030","SMART173X195",4.79678178968914,5.14008336128314
"25433","54317-59986-49030","SMART178X194",6.29580091369912,5.88543714246245
"25435","54317-59986-49030","SMART184X195",3.88691030461307,4.18036934157318
"25437","54317-59986-49030","SMART188X194",4.64880422300815,4.27777661330008
"25439","54317-59986-49030","SMART189X195",5.28345750364101,5.50121739338519
"25441","54317-59986-49030","SMART198X194",6.03303825901791,5.5642138469279
"25443","54317-59986-49030","SMART203X194",4.21390379727974,3.69981939415227
"25445","54317-59986-49030","SMART204X194",4.02588726157719,3.4986265269937
"25447","54317-59986-49030","SMART215X194",5.29761712143364,4.91742291237408
"25449","54317-59986-49030","SMART232X194",5.81868729815695,5.46459422617314
"25451","54317-59986-49030","SMART235X195",6.47473910178668,6.82867960358213
"25453","54317-59986-49030","SMART238X195",4.829273276797,5.20811909862989
"25455","54317-59986-49030","SMART240X195",5.08481469227051,5.47721640654066
"25457","54317-59986-49030","SMART241X194",5.56994627367757,5.05471597333143
"25459","54317-59986-49030","SMART242X194",5.1469710840534,4.86468423861195
"25461","54317-59986-49030","SMART247X194",6.78354035299496,6.30695024159662
"25463","54317-59986-49030","SMART258X194",5.07667269135756,4.52569398448629
"25465","54317-59986-49030","SMART263X195",3.88135759111726,4.06663072365459
"25467","54317-59986-49030","SMART266X195",4.29237541272123,4.59117267634424
"25469","54317-59986-49030","SMART267X195",5.23681423395399,5.59634573105396
"25471","54317-59986-49030","SMART269X195",0,1.94304891677428
"25473","54317-59986-49030","SMART271X194",4.38701417618492,3.82166056534775
"25475","54317-59986-49030","SMART277X194",5.22623042765314,4.83596439623282
"25477","54317-59986-49030","SMART290X194",3.95182047530221,3.51779452924597
"25479","54317-59986-49030","SMART291X195",4.96911861389332,5.3591772548048
"25481","54317-59986-49030","SMART298X195",4.99910237828253,5.37091705896238
"25483","54317-59986-49030","SMART303X195",2.82494395257371,3.32503602069659
"25485","54317-59986-49030","SMART306X195",5.85881847675573,6.19021294158747
"25487","54317-59986-49030","SMART307X195",4.82149051195418,5.26325997473263
"25489","54317-59986-49030","SMART308X195",4.83953059250747,5.21667337750753
"25491","54317-59986-49030","SMART309X194",4.51622967669144,4.01439907204501
"25493","54317-59986-49030","SMART310X194",4.44676044924045,4.13740405168255
"25495","54317-59986-49030","SMART315X194",3.73361378545411,3.24610181112179
"25497","54317-59986-49030","SMART320X195",6.32997042875639,6.70666671844876
"25499","54317-59986-49030","SMART321X194",2.36743606531366,2.13060982825424
"25501","54317-59986-49030","SMART323X194",3.8607297110406,3.45157358898722
"25503","54317-59986-49030","SMART325X195",6.16783090686326,6.58528850637314
"25505","54317-59986-49030","SMART331X194",5.09669065869608,4.8142148129228
"25507","54317-59986-49030","SMART332X194",5.96583899946901,5.65801772928846
"25509","54317-59986-49030","SMART336X194",5.46493289352037,5.02025553747325
"25511","54317-59986-49030","SMART341X194",5.24917964198649,4.8486652335502
"25513","54317-59986-49030","SMART348X195",5.43013479116822,5.8792752124944
"25515","54317-59986-49030","SMART351X195",0,1.73342389221509
"25517","54317-59986-49030","SMART357X195",5.95829548571647,6.22527104659044
"25519","54317-59986-49030","SMART360X195",5.36560211335363,5.73071647589628
"25521","54317-59986-49030","SMART369X194",4.48051358138854,4.1217975890034
"25523","54317-59986-49030","SMART370X195",3.67503404729188,4.00076621526253
"25525","54317-59986-49030","SMART371X195",6.59850902861452,6.97225004916265
"25527","54317-59986-49030","SMART372X194",5.56102772496426,5.16152351503004
"25529","54317-59986-49030","SMART376X195",5.17970273521179,5.66891493932713
"25531","54317-59986-49030","SMART384X194",5.76875840011855,5.4027674679045
"25533","54317-59986-49030","SMART391X195",3.60277675506052,3.66561082717458
"25535","54317-59986-49030","SMART397X195",4.78507215126328,5.34348191850241
"25537","54317-59986-49030","SO.0386.01X194",1.95160817016995,0
"25539","54317-59986-49030","SO.0437.01X194",4.03335529059567,3.70327533439767
"25541","54317-59986-49030","SO.0456.01X195",3.83102984621861,3.95124371858143
"25543","54317-59986-49030","SO.0458.01X194",3.76676599277101,3.3826939100976
"25545","54317-59986-49030","SO.0479.01X195",3.67427330172457,4.08681629580131
"25547","54317-59986-49030","SO.0491.01X194",4.02213222810818,3.58212908416706
"25549","54317-59986-49030","SO.0665.01X194",4.67999932660874,4.38539595214349
"25551","54317-59986-49030","SO.0679.02X194",3.55420455078733,3.12148347885955
"25553","54317-59986-49030","SO.0739.01X194",4.61857987289801,4.06697336542597
"25555","54317-59986-49030","SO.0746.01X194",3.70475280327023,3.29879544804407
"25557","54317-59986-49030","SO.0749.01X194",3.30944752305259,2.96475746925456
"25559","54317-59986-49030","SO.0761.01X194",4.09534406255518,3.69087745677661
"25563","54484-26170-33882","CSC032X195",2.58776403522771,3.04261585945284
"25565","54484-26170-33882","CSC034X195",4.20484186198508,4.51797697428571
"25567","54484-26170-33882","CSC035X194",3.3098128198603,3.74856245627511
"25569","54484-26170-33882","S3.0078.01X194",0,2.2690283094652
"25571","54484-26170-33882","S3.0137.01X195",0,2.28033948404673
"25573","54484-26170-33882","S3.0144.01X194",0,3.07037581654976
"25575","54484-26170-33882","S3.0149.01X195",0,2.32532457996354
"25577","54484-26170-33882","S3.0153.01X194",4.72605950326354,5.54969845927349
"25579","54484-26170-33882","S3.0154.01X195",2.63188884013665,3.36487911898804
"25582","54484-26170-33882","S3.0169.01X194",3.18717873812495,4.03512520256213
"25584","54484-26170-33882","S3.0171.01X194",3.29953372788566,3.77803436542483
"25586","54484-26170-33882","S3.0195.01X194",2.16102152867226,2.84549061022345
"25587","54484-26170-33882","S3.0495.01X194",3.99360299242057,4.74048748293572
"25589","54484-26170-33882","S3.0500.01X195",2.9922261342247,3.37485340632255
"25591","54484-26170-33882","S3.0521.01X195",0,2.84199817361195
"25593","54484-26170-33882","S3.0586.01X195",4.72313098362166,5.50963122210867
"25595","54484-26170-33882","S3.0598.01X195",3.79143604243903,4.07956927663995
"25597","54484-26170-33882","S3.0613.01X195",3.13853307218566,3.89650319377011
"25601","54484-26170-33882","S3.0617.01X194",0,1.77495235091167
"25603","54484-26170-33882","S3.0630.01X195",0,2.62321826558551
"25605","54484-26170-33882","S3.0631.01X195",3.02042488614436,3.09828886187908
"25607","54484-26170-33882","S3.0633.01X194",0,1.74571553072665
"25616","54484-26170-33882","S3.0657.01X194",2.17815501461587,3.21205259952008
"25618","54484-26170-33882","S3.0662.01X195",3.06152001409199,3.82733619726095
"25620","54484-26170-33882","S3.0665.01X194",0,1.70110510095992
"25626","54484-26170-33882","S3.0693.01X195",0,1.62531126159039
"25628","54484-26170-33882","S3.0698.01X194",3.03495298670727,3.65816248145188
"25630","54484-26170-33882","S3.0700.01X194",2.55567572067621,2.92369907065416
"25632","54484-26170-33882","S3.0701.01.2X194",2.68033636253469,3.19826487096408
"25634","54484-26170-33882","S3.0701.01X194",0,2.38967979984498
"25636","54484-26170-33882","S3.0710.01X194",2.90471287516682,3.53193320365121
"25638","54484-26170-33882","S3.0719.01X195",0,1.71918877639322
"25640","54484-26170-33882","S3.0720.01X195",0,2.09556092355972
"25642","54484-26170-33882","S3.0723.01X195",3.72303930576064,3.89284018601137
"25644","54484-26170-33882","S3.0736.01X195",5.15876790159795,5.98244902918103
"25646","54484-26170-33882","S3.0748.01X194",3.65970807681366,4.03051689947594
"25652","54484-26170-33882","SMART003X194",3.14156272176553,3.6283329542459
"25654","54484-26170-33882","SMART008X195",4.61432812377286,5.30260814796519
"25658","54484-26170-33882","SMART015X195",3.62434093297637,4.39789998383017
"25660","54484-26170-33882","SMART019X195",3.53892827735043,3.6451887654892
"25662","54484-26170-33882","SMART020X195",0,2.06432790386979
"25664","54484-26170-33882","SMART023X195",0,1.80335860507141
"25666","54484-26170-33882","SMART025X195",3.86828008248023,4.39580625808225
"25668","54484-26170-33882","SMART027X195",3.05258508514677,3.21205259952008
